2023-01-04 00:21:18,58.4,20.3,1298,87.1,11.4,2156
2023-01-04 00:21:28,58.5,20.3,1293,87.0,11.4,2151
2023-01-04 00:21:38,58.6,20.3,1293,87.0,11.4,2151
2023-01-04 00:21:48,58.6,20.3,1293,86.9,11.4,2151
2023-01-04 00:21:58,58.7,20.3,1293,86.9,11.4,2151
2023-01-04 00:22:08,58.6,20.3,1293,86.9,11.4,2151
2023-01-04 00:22:19,58.6,20.3,1293,86.8,11.4,2151
2023-01-04 00:22:29,58.6,20.3,1293,86.7,11.4,2151
2023-01-04 00:22:39,58.6,20.3,1293,86.7,11.4,2151
2023-01-04 00:22:49,58.6,20.3,1293,86.7,11.4,2156
2023-01-04 00:22:59,58.6,20.3,1293,86.7,11.4,2156
2023-01-04 00:23:09,58.6,20.3,1293,86.6,11.4,2156
2023-01-04 00:23:19,58.5,20.3,1293,86.6,11.4,2165
2023-01-04 00:23:29,58.3,20.3,1289,86.5,11.4,2160
2023-01-04 00:23:39,58.4,20.3,1289,86.5,11.4,2156
2023-01-04 00:23:49,58.5,20.3,1289,86.4,11.5,2156
2023-01-04 00:24:09,58.4,20.3,1280,86.4,11.5,2156
